1754006400000000,115764.07000000,115933.00000000,114313.13000000,115427.27000000,2526.88761000,1754009999999999,290973412.65691780,253447,1098.83392000,126591983.05825050,0
1754010000000000,115427.27000000,115609.99000000,114600.00000000,115331.86000000,1656.04021000,1754013599999999,190627320.64360290,232271,817.64126000,94135730.89680370,0
1754013600000000,115328.67000000,116019.30000000,115221.07000000,115966.12000000,704.95562000,1754017199999999,81573670.97119290,96154,381.23873000,44116946.46437600,0
1754017200000000,115966.11000000,116052.00000000,115613.21000000,115648.03000000,552.44227000,1754020799999999,64013713.05124830,68179,225.25928000,26104074.59097840,0
1754020800000000,115648.03000000,115699.58000000,115266.64000000,115695.52000000,571.24791000,1754024399999999,65991592.14144480,95405,230.40266000,26619116.87239780,0
1754024400000000,115695.53000000,115916.43000000,115385.92000000,115568.00000000,511.19199000,1754027999999999,59110040.38836490,89807,239.75274000,27722869.98022560,0
1754028000000000,115568.00000000,115658.09000000,115065.55000000,115156.51000000,629.39718000,1754031599999999,72562426.62952930,96605,249.82499000,28800625.42964150,0
1754031600000000,115156.52000000,115300.00000000,114633.18000000,115081.77000000,1240.67026000,1754035199999999,142535476.63936760,129298,625.42838000,71842372.55616370,0
1754035200000000,115081.76000000,115081.76000000,114116.00000000,114615.99000000,1432.56065000,1754038799999999,164086551.55710910,162556,664.90222000,76174990.20459220,0
1754038800000000,114615.98000000,115340.00000000,114555.41000000,114938.67000000,848.20925000,1754042399999999,97616284.26288860,110284,429.26739000,49402970.04419620,0
1754042400000000,114938.66000000,115203.13000000,114710.02000000,114762.58000000,563.08800000,1754045999999999,64724673.40131070,92941,174.56961000,20069718.18667210,0
1754046000000000,114762.58000000,115336.98000000,114602.40000000,115305.65000000,494.67127000,1754049599999999,56898543.73874000,97321,285.22186000,32812044.65414940,0
1754049600000000,115305.64000000,115900.00000000,115142.62000000,115732.48000000,1062.63539000,1754053199999999,122808119.18392970,204030,590.81113000,68280612.45224240,0
1754053200000000,115732.48000000,116019.30000000,114172.00000000,114352.05000000,1584.07705000,1754056799999999,182392532.91992480,302018,684.12037000,78815237.59523530,0
1754056800000000,114352.04000000,115831.28000000,113988.47000000,115619.80000000,1808.99000000,1754060399999999,208186667.07519090,335956,857.88118000,98805552.15366960,0
1754060400000000,115619.80000000,115645.57000000,114676.03000000,115357.82000000,870.26042000,1754063999999999,100170823.96960000,242062,392.02552000,45132612.22053050,0
1754064000000000,115357.82000000,115695.52000000,114817.81000000,115015.60000000,703.92463000,1754067599999999,81192403.24625580,167886,365.13177000,42116217.65996850,0
1754067600000000,115015.60000000,115096.93000000,114345.00000000,114420.00000000,956.24887000,1754071199999999,109640453.85939140,201375,401.23741000,46017506.32021260,0
1754071200000000,114420.00000000,114496.59000000,113669.01000000,113836.93000000,1180.88823000,1754074799999999,134697190.72222270,288652,553.02878000,63089159.31429570,0
1754074800000000,113836.92000000,113922.47000000,113221.93000000,113328.68000000,1294.41329000,1754078399999999,146907892.59338190,266406,646.75824000,73414261.17129630,0
1754078400000000,113328.67000000,113980.00000000,113168.22000000,113951.09000000,957.20378000,1754081999999999,108659095.18866810,170805,520.34451000,59069808.76879710,0
1754082000000000,113951.10000000,114094.08000000,113700.00000000,113892.12000000,429.29775000,1754085599999999,48914302.80162410,90079,238.60572000,27185996.05187380,0
1754085600000000,113892.11000000,114010.82000000,112722.58000000,113141.05000000,1368.89305000,1754089199999999,154933065.07667780,254194,551.02379000,62374137.32467320,0
1754089200000000,113141.05000000,113560.46000000,112908.54000000,113297.93000000,538.90738000,1754092799999999,61052324.43278580,113098,263.90974000,29898874.09001270,0
1754092800000000,113297.92000000,113844.16000000,113198.63000000,113822.97000000,564.28406000,1754096399999999,64050370.35537400,139980,312.78828000,35503247.80696520,0
1754096400000000,113822.97000000,113909.30000000,113420.76000000,113674.24000000,353.21281000,1754099999999999,40147229.42151630,91177,148.91160000,16926778.41068050,0
1754100000000000,113674.23000000,113766.43000000,113534.30000000,113702.24000000,231.27114000,1754103599999999,26288269.29371740,64578,109.38953000,12433167.14438510,0
1754103600000000,113702.24000000,113921.94000000,113702.24000000,113909.86000000,274.20460000,1754107199999999,31213227.13021020,50795,139.51772000,15881826.90368660,0
1754107200000000,113909.87000000,114057.27000000,113820.00000000,114025.75000000,276.30204000,1754110799999999,31487519.81122180,36794,162.32201000,18497419.59697630,0
1754110800000000,114025.76000000,114063.49000000,113855.01000000,113981.06000000,316.01705000,1754114399999999,36021022.08147310,40668,129.00402000,14705410.18149540,0
1754114400000000,113981.07000000,113981.07000000,113469.43000000,113697.85000000,738.65234000,1754117999999999,83959475.46863930,94142,362.56016000,41192409.71913360,0
1754118000000000,113697.85000000,114021.00000000,113556.19000000,113982.49000000,343.41858000,1754121599999999,39094785.68306260,55949,184.78727000,21037299.62058530,0
1754121600000000,113982.49000000,114040.29000000,113676.81000000,113682.01000000,340.52067000,1754125199999999,38763078.13481630,59446,126.84983000,14440080.74194220,0
1754125200000000,113682.01000000,113852.00000000,113572.19000000,113690.70000000,257.96721000,1754128799999999,29329958.23736110,50925,106.57052000,12116336.23391480,0
1754128800000000,113690.71000000,113704.00000000,113425.58000000,113550.89000000,298.16298000,1754132399999999,33861422.51908340,62366,120.39106000,13672487.28153430,0
1754132400000000,113550.89000000,113914.25000000,113451.77000000,113787.12000000,238.71141000,1754135999999999,27145688.40650410,49294,102.55167000,11660774.27250560,0
1754136000000000,113787.11000000,113787.12000000,113564.99000000,113620.01000000,343.54746000,1754139599999999,39046895.37046120,38034,147.51420000,16765836.62957590,0
1754139600000000,113620.01000000,113630.00000000,113218.00000000,113457.85000000,451.43917000,1754143199999999,51210017.29942410,76188,190.27506000,21584234.61355250,0
1754143200000000,113457.86000000,113530.00000000,112939.39000000,113099.89000000,592.68220000,1754146799999999,67069583.27340850,111355,227.84039000,25783157.30839840,0
1754146800000000,113099.90000000,113420.00000000,112802.31000000,112840.71000000,535.05988000,1754150399999999,60511720.06902220,94700,196.26358000,22200337.69148000,0
1754150400000000,112840.70000000,113261.16000000,112700.07000000,113200.25000000,635.18022000,1754153999999999,71717075.41382900,116120,289.07452000,32643853.78041230,0
1754154000000000,113200.25000000,113420.00000000,112584.23000000,112724.03000000,549.02438000,1754157599999999,62065219.10158740,93448,220.92420000,24974290.25664130,0
1754157600000000,112724.04000000,112920.00000000,112099.22000000,112327.65000000,1222.82947000,1754161199999999,137526826.64494310,238608,452.49471000,50892161.25365190,0
1754161200000000,112327.65000000,112945.62000000,112003.00000000,112229.42000000,1007.67252000,1754164799999999,113302508.81034800,191192,409.96797000,46117357.81564270,0
1754164800000000,112229.42000000,112780.00000000,112069.86000000,112780.00000000,524.00327000,1754168399999999,58862443.09448300,136631,212.60696000,23879495.01570950,0
1754168400000000,112780.00000000,113058.82000000,112562.02000000,112859.32000000,390.78856000,1754171999999999,44079978.52465150,95588,211.36729000,23837402.23965840,0
1754172000000000,112859.32000000,113011.63000000,112555.00000000,112862.14000000,295.91620000,1754175599999999,33386407.54085070,59773,130.29639000,14697794.20011110,0
1754175600000000,112862.14000000,112873.83000000,112280.86000000,112546.35000000,726.46606000,1754179199999999,81742015.64073370,117963,365.73941000,41143224.35309240,0
1754179200000000,112546.35000000,112992.27000000,111920.00000000,112956.04000000,821.53565000,1754182799999999,92333810.61746140,201878,291.31775000,32770941.76668300,0
1754182800000000,112956.04000000,113269.92000000,112841.46000000,113107.99000000,481.50444000,1754186399999999,54452940.11139570,111698,242.03891000,27371288.93183750,0
1754186400000000,113107.99000000,113517.58000000,113100.00000000,113517.58000000,450.43769000,1754189999999999,51062812.19963730,58957,233.19824000,26436926.52248170,0
1754190000000000,113517.58000000,113740.69000000,113419.45000000,113604.20000000,353.06632000,1754193599999999,40097882.54799830,45585,188.10582000,21364578.57104290,0
1754193600000000,113604.20000000,113604.20000000,113341.06000000,113468.41000000,237.62179000,1754197199999999,26956322.59989740,42091,75.51662000,8566589.72210120,0
1754197200000000,113468.41000000,113659.00000000,113408.22000000,113618.52000000,203.79543000,1754200799999999,23139561.44070680,32594,119.87846000,13611321.82514860,0
